Mod:Item:MetaData, Localized Name
tfc:ore/native_platinum/diorite, Diorite Native Platinum
tfc:ore/native_platinum/gabbro, Gabbro Native Platinum
tfc:ore/native_platinum/shale, Shale Native Platinum
tfc:ore/native_platinum/claystone, Claystone Native Platinum
tfc:ore/native_platinum/rocksalt, Rocksalt Native Platinum
tfc:ore/native_platinum/limestone, Limestone Native Platinum
tfc:ore/native_platinum/conglomerate, Conglomerate Native Platinum
tfc:ore/native_platinum/dolomite, Dolomite Native Platinum
tfc:ore/native_platinum/chert, Chert Native Platinum
tfc:ore/native_platinum/chalk, Chalk Native Platinum
tfc:ore/native_platinum/rhyolite, Rhyolite Native Platinum
tfc:ore/native_platinum/basalt, Basalt Native Platinum
tfc:ore/native_platinum/andesite, Andesite Native Platinum
tfc:ore/native_platinum/dacite, Dacite Native Platinum
tfc:ore/native_platinum/quartzite, Quartzite Native Platinum
tfc:ore/native_platinum/slate, Slate Native Platinum
tfc:ore/native_platinum/phyllite, Phyllite Native Platinum
tfc:ore/native_platinum/schist, Schist Native Platinum
tfc:ore/native_platinum/gneiss, Gneiss Native Platinum
tfc:ore/native_platinum/marble, Marble Native Platinum
tfc:ore/hematite/granite, Granite Hematite
tfc:ore/hematite/diorite, Diorite Hematite
tfc:ore/hematite/gabbro, Gabbro Hematite
tfc:ore/hematite/shale, Shale Hematite
tfc:ore/hematite/claystone, Claystone Hematite
tfc:ore/hematite/rocksalt, Rocksalt Hematite
tfc:ore/hematite/limestone, Limestone Hematite
tfc:ore/hematite/conglomerate, Conglomerate Hematite
tfc:ore/hematite/dolomite, Dolomite Hematite
tfc:ore/hematite/chert, Chert Hematite
tfc:ore/hematite/chalk, Chalk Hematite
tfc:ore/hematite/rhyolite, Rhyolite Hematite
tfc:ore/hematite/basalt, Basalt Hematite
tfc:ore/hematite/andesite, Andesite Hematite
tfc:ore/hematite/dacite, Dacite Hematite
tfc:ore/hematite/quartzite, Quartzite Hematite
tfc:ore/hematite/slate, Slate Hematite
tfc:ore/hematite/phyllite, Phyllite Hematite
tfc:ore/hematite/schist, Schist Hematite
tfc:ore/hematite/gneiss, Gneiss Hematite
tfc:ore/hematite/marble, Marble Hematite
tfc:ore/native_silver/granite, Granite Native Silver
tfc:ore/native_silver/diorite, Diorite Native Silver
tfc:ore/native_silver/gabbro, Gabbro Native Silver
tfc:ore/native_silver/shale, Shale Native Silver
tfc:ore/native_silver/claystone, Claystone Native Silver
tfc:ore/native_silver/rocksalt, Rocksalt Native Silver
tfc:ore/native_silver/limestone, Limestone Native Silver
tfc:ore/native_silver/conglomerate, Conglomerate Native Silver
tfc:ore/native_silver/dolomite, Dolomite Native Silver
tfc:ore/native_silver/chert, Chert Native Silver
tfc:ore/native_silver/chalk, Chalk Native Silver
tfc:ore/native_silver/rhyolite, Rhyolite Native Silver
tfc:ore/native_silver/basalt, Basalt Native Silver
tfc:ore/native_silver/andesite, Andesite Native Silver
tfc:ore/native_silver/dacite, Dacite Native Silver
tfc:ore/native_silver/quartzite, Quartzite Native Silver
tfc:ore/native_silver/slate, Slate Native Silver
tfc:ore/native_silver/phyllite, Phyllite Native Silver
tfc:ore/native_silver/schist, Schist Native Silver
tfc:ore/native_silver/gneiss, Gneiss Native Silver
tfc:ore/native_silver/marble, Marble Native Silver
tfc:ore/cassiterite/granite, Granite Cassiterite
tfc:ore/cassiterite/diorite, Diorite Cassiterite
tfc:ore/cassiterite/gabbro, Gabbro Cassiterite
tfc:ore/cassiterite/shale, Shale Cassiterite
tfc:ore/cassiterite/claystone, Claystone Cassiterite
tfc:ore/cassiterite/rocksalt, Rocksalt Cassiterite
tfc:ore/cassiterite/limestone, Limestone Cassiterite
tfc:ore/cassiterite/conglomerate, Conglomerate Cassiterite
tfc:ore/cassiterite/dolomite, Dolomite Cassiterite
tfc:ore/cassiterite/chert, Chert Cassiterite
tfc:ore/cassiterite/chalk, Chalk Cassiterite
tfc:ore/cassiterite/rhyolite, Rhyolite Cassiterite
tfc:ore/cassiterite/basalt, Basalt Cassiterite
tfc:ore/cassiterite/andesite, Andesite Cassiterite
tfc:ore/cassiterite/dacite, Dacite Cassiterite
tfc:ore/cassiterite/quartzite, Quartzite Cassiterite
tfc:ore/cassiterite/slate, Slate Cassiterite
tfc:ore/cassiterite/phyllite, Phyllite Cassiterite
tfc:ore/cassiterite/schist, Schist Cassiterite
tfc:ore/cassiterite/gneiss, Gneiss Cassiterite
tfc:ore/cassiterite/marble, Marble Cassiterite
tfc:ore/galena/granite, Granite Galena
tfc:ore/galena/diorite, Diorite Galena
tfc:ore/galena/gabbro, Gabbro Galena
tfc:ore/galena/shale, Shale Galena
tfc:ore/galena/claystone, Claystone Galena
tfc:ore/galena/rocksalt, Rocksalt Galena
tfc:ore/galena/limestone, Limestone Galena
tfc:ore/galena/conglomerate, Conglomerate Galena
tfc:ore/galena/dolomite, Dolomite Galena
tfc:ore/galena/chert, Chert Galena
tfc:ore/galena/chalk, Chalk Galena
tfc:ore/galena/rhyolite, Rhyolite Galena
tfc:ore/galena/basalt, Basalt Galena
tfc:ore/galena/andesite, Andesite Galena
tfc:ore/galena/dacite, Dacite Galena
tfc:ore/galena/quartzite, Quartzite Galena
tfc:ore/galena/slate, Slate Galena
tfc:ore/galena/phyllite, Phyllite Galena
tfc:ore/galena/schist, Schist Galena
tfc:ore/galena/gneiss, Gneiss Galena
tfc:ore/galena/marble, Marble Galena
tfc:ore/bismuthinite/granite, Granite Bismuthinite
tfc:ore/bismuthinite/diorite, Diorite Bismuthinite
tfc:ore/bismuthinite/gabbro, Gabbro Bismuthinite
tfc:ore/bismuthinite/shale, Shale Bismuthinite
tfc:ore/bismuthinite/claystone, Claystone Bismuthinite
tfc:ore/bismuthinite/rocksalt, Rocksalt Bismuthinite
tfc:ore/bismuthinite/limestone, Limestone Bismuthinite
tfc:ore/bismuthinite/conglomerate, Conglomerate Bismuthinite
tfc:ore/bismuthinite/dolomite, Dolomite Bismuthinite
tfc:ore/bismuthinite/chert, Chert Bismuthinite
tfc:ore/bismuthinite/chalk, Chalk Bismuthinite
tfc:ore/bismuthinite/rhyolite, Rhyolite Bismuthinite
tfc:ore/bismuthinite/basalt, Basalt Bismuthinite
tfc:ore/bismuthinite/andesite, Andesite Bismuthinite
tfc:ore/bismuthinite/dacite, Dacite Bismuthinite
tfc:ore/bismuthinite/quartzite, Quartzite Bismuthinite
tfc:ore/bismuthinite/slate, Slate Bismuthinite
tfc:ore/bismuthinite/phyllite, Phyllite Bismuthinite
tfc:ore/bismuthinite/schist, Schist Bismuthinite
tfc:ore/bismuthinite/gneiss, Gneiss Bismuthinite
tfc:ore/bismuthinite/marble, Marble Bismuthinite
tfc:ore/garnierite/granite, Granite Garnierite
tfc:ore/garnierite/diorite, Diorite Garnierite
tfc:ore/garnierite/gabbro, Gabbro Garnierite
tfc:ore/garnierite/shale, Shale Garnierite
tfc:ore/garnierite/claystone, Claystone Garnierite
tfc:ore/garnierite/rocksalt, Rocksalt Garnierite
tfc:ore/garnierite/limestone, Limestone Garnierite
tfc:ore/garnierite/conglomerate, Conglomerate Garnierite
tfc:ore/garnierite/dolomite, Dolomite Garnierite
tfc:ore/garnierite/chert, Chert Garnierite
tfc:ore/garnierite/chalk, Chalk Garnierite
tfc:ore/garnierite/rhyolite, Rhyolite Garnierite
tfc:ore/garnierite/basalt, Basalt Garnierite
tfc:ore/garnierite/andesite, Andesite Garnierite
tfc:ore/garnierite/dacite, Dacite Garnierite
tfc:ore/garnierite/quartzite, Quartzite Garnierite
tfc:ore/garnierite/slate, Slate Garnierite
tfc:ore/garnierite/phyllite, Phyllite Garnierite
tfc:ore/garnierite/schist, Schist Garnierite
tfc:ore/garnierite/gneiss, Gneiss Garnierite
tfc:ore/garnierite/marble, Marble Garnierite
tfc:ore/malachite/granite, Granite Malachite
tfc:ore/malachite/diorite, Diorite Malachite
tfc:ore/malachite/gabbro, Gabbro Malachite
tfc:ore/malachite/shale, Shale Malachite
tfc:ore/malachite/claystone, Claystone Malachite
tfc:ore/malachite/rocksalt, Rocksalt Malachite
tfc:ore/malachite/limestone, Limestone Malachite
tfc:ore/malachite/conglomerate, Conglomerate Malachite
tfc:ore/malachite/dolomite, Dolomite Malachite
tfc:ore/malachite/chert, Chert Malachite
tfc:ore/malachite/chalk, Chalk Malachite
tfc:ore/malachite/rhyolite, Rhyolite Malachite
tfc:ore/malachite/basalt, Basalt Malachite
tfc:ore/malachite/andesite, Andesite Malachite
tfc:ore/malachite/dacite, Dacite Malachite
tfc:ore/malachite/quartzite, Quartzite Malachite
tfc:ore/malachite/slate, Slate Malachite
tfc:ore/malachite/phyllite, Phyllite Malachite
tfc:ore/malachite/schist, Schist Malachite
tfc:ore/malachite/gneiss, Gneiss Malachite
tfc:ore/malachite/marble, Marble Malachite
tfc:ore/magnetite/granite, Granite Magnetite
tfc:ore/magnetite/diorite, Diorite Magnetite
tfc:ore/magnetite/gabbro, Gabbro Magnetite
tfc:ore/magnetite/shale, Shale Magnetite
tfc:ore/magnetite/claystone, Claystone Magnetite
tfc:ore/magnetite/rocksalt, Rocksalt Magnetite
tfc:ore/magnetite/limestone, Limestone Magnetite
tfc:ore/magnetite/conglomerate, Conglomerate Magnetite
tfc:ore/magnetite/dolomite, Dolomite Magnetite
tfc:ore/magnetite/chert, Chert Magnetite
tfc:ore/magnetite/chalk, Chalk Magnetite
tfc:ore/magnetite/rhyolite, Rhyolite Magnetite
tfc:ore/magnetite/basalt, Basalt Magnetite
tfc:ore/magnetite/andesite, Andesite Magnetite
tfc:ore/magnetite/dacite, Dacite Magnetite
tfc:ore/magnetite/quartzite, Quartzite Magnetite
tfc:ore/magnetite/slate, Slate Magnetite
tfc:ore/magnetite/phyllite, Phyllite Magnetite
tfc:ore/magnetite/schist, Schist Magnetite
tfc:ore/magnetite/gneiss, Gneiss Magnetite
tfc:ore/magnetite/marble, Marble Magnetite
tfc:ore/limonite/granite, Granite Limonite
tfc:ore/limonite/diorite, Diorite Limonite
tfc:ore/limonite/gabbro, Gabbro Limonite
tfc:ore/limonite/shale, Shale Limonite
tfc:ore/limonite/claystone, Claystone Limonite
tfc:ore/limonite/rocksalt, Rocksalt Limonite
tfc:ore/limonite/limestone, Limestone Limonite
tfc:ore/limonite/conglomerate, Conglomerate Limonite
tfc:ore/limonite/dolomite, Dolomite Limonite
tfc:ore/limonite/chert, Chert Limonite
tfc:ore/limonite/chalk, Chalk Limonite
tfc:ore/limonite/rhyolite, Rhyolite Limonite
tfc:ore/limonite/basalt, Basalt Limonite
tfc:ore/limonite/andesite, Andesite Limonite
tfc:ore/limonite/dacite, Dacite Limonite
tfc:ore/limonite/quartzite, Quartzite Limonite
tfc:ore/limonite/slate, Slate Limonite
tfc:ore/limonite/phyllite, Phyllite Limonite
tfc:ore/limonite/schist, Schist Limonite
tfc:ore/limonite/gneiss, Gneiss Limonite
tfc:ore/limonite/marble, Marble Limonite
tfc:ore/sphalerite/granite, Granite Sphalerite
tfc:ore/sphalerite/diorite, Diorite Sphalerite
tfc:ore/sphalerite/gabbro, Gabbro Sphalerite
tfc:ore/sphalerite/shale, Shale Sphalerite
tfc:ore/sphalerite/claystone, Claystone Sphalerite
tfc:ore/sphalerite/rocksalt, Rocksalt Sphalerite
tfc:ore/sphalerite/limestone, Limestone Sphalerite
tfc:ore/sphalerite/conglomerate, Conglomerate Sphalerite
tfc:ore/sphalerite/dolomite, Dolomite Sphalerite
tfc:ore/sphalerite/chert, Chert Sphalerite
tfc:ore/sphalerite/chalk, Chalk Sphalerite
tfc:ore/sphalerite/rhyolite, Rhyolite Sphalerite
tfc:ore/sphalerite/basalt, Basalt Sphalerite
tfc:ore/sphalerite/andesite, Andesite Sphalerite
tfc:ore/sphalerite/dacite, Dacite Sphalerite
tfc:ore/sphalerite/quartzite, Quartzite Sphalerite
tfc:ore/sphalerite/slate, Slate Sphalerite
tfc:ore/sphalerite/phyllite, Phyllite Sphalerite
tfc:ore/sphalerite/schist, Schist Sphalerite
tfc:ore/sphalerite/gneiss, Gneiss Sphalerite
tfc:ore/sphalerite/marble, Marble Sphalerite
tfc:ore/tetrahedrite/granite, Granite Tetrahedrite
tfc:ore/tetrahedrite/diorite, Diorite Tetrahedrite
tfc:ore/tetrahedrite/gabbro, Gabbro Tetrahedrite
tfc:ore/tetrahedrite/shale, Shale Tetrahedrite
tfc:ore/tetrahedrite/claystone, Claystone Tetrahedrite
tfc:ore/tetrahedrite/rocksalt, Rocksalt Tetrahedrite
tfc:ore/tetrahedrite/limestone, Limestone Tetrahedrite
tfc:ore/tetrahedrite/conglomerate, Conglomerate Tetrahedrite
tfc:ore/tetrahedrite/dolomite, Dolomite Tetrahedrite
tfc:ore/tetrahedrite/chert, Chert Tetrahedrite
tfc:ore/tetrahedrite/chalk, Chalk Tetrahedrite
tfc:ore/tetrahedrite/rhyolite, Rhyolite Tetrahedrite
tfc:ore/tetrahedrite/basalt, Basalt Tetrahedrite
tfc:ore/tetrahedrite/andesite, Andesite Tetrahedrite
tfc:ore/tetrahedrite/dacite, Dacite Tetrahedrite
tfc:ore/tetrahedrite/quartzite, Quartzite Tetrahedrite
tfc:ore/tetrahedrite/slate, Slate Tetrahedrite
tfc:ore/tetrahedrite/phyllite, Phyllite Tetrahedrite
tfc:ore/tetrahedrite/schist, Schist Tetrahedrite
tfc:ore/tetrahedrite/gneiss, Gneiss Tetrahedrite
tfc:ore/tetrahedrite/marble, Marble Tetrahedrite
tfc:ore/bituminous_coal/granite, Granite Bituminous Coal
tfc:ore/bituminous_coal/diorite, Diorite Bituminous Coal
tfc:ore/bituminous_coal/gabbro, Gabbro Bituminous Coal
tfc:ore/bituminous_coal/shale, Shale Bituminous Coal
tfc:ore/bituminous_coal/claystone, Claystone Bituminous Coal
tfc:ore/bituminous_coal/rocksalt, Rocksalt Bituminous Coal
tfc:ore/bituminous_coal/limestone, Limestone Bituminous Coal
tfc:ore/bituminous_coal/conglomerate, Conglomerate Bituminous Coal
tfc:ore/bituminous_coal/dolomite, Dolomite Bituminous Coal
tfc:ore/bituminous_coal/chert, Chert Bituminous Coal
tfc:ore/bituminous_coal/chalk, Chalk Bituminous Coal
tfc:ore/bituminous_coal/rhyolite, Rhyolite Bituminous Coal
tfc:ore/bituminous_coal/basalt, Basalt Bituminous Coal
tfc:ore/bituminous_coal/andesite, Andesite Bituminous Coal
tfc:ore/bituminous_coal/dacite, Dacite Bituminous Coal
tfc:ore/bituminous_coal/quartzite, Quartzite Bituminous Coal
tfc:ore/bituminous_coal/slate, Slate Bituminous Coal
tfc:ore/bituminous_coal/phyllite, Phyllite Bituminous Coal
tfc:ore/bituminous_coal/schist, Schist Bituminous Coal
tfc:ore/bituminous_coal/gneiss, Gneiss Bituminous Coal
tfc:ore/bituminous_coal/marble, Marble Bituminous Coal
tfc:ore/lignite/granite, Granite Lignite
tfc:ore/lignite/diorite, Diorite Lignite
tfc:ore/lignite/gabbro, Gabbro Lignite
tfc:ore/lignite/shale, Shale Lignite
tfc:ore/lignite/claystone, Claystone Lignite
tfc:ore/lignite/rocksalt, Rocksalt Lignite
tfc:ore/lignite/limestone, Limestone Lignite
tfc:ore/lignite/conglomerate, Conglomerate Lignite
tfc:ore/lignite/dolomite, Dolomite Lignite
tfc:ore/lignite/chert, Chert Lignite
tfc:ore/lignite/chalk, Chalk Lignite
tfc:ore/lignite/rhyolite, Rhyolite Lignite
tfc:ore/lignite/basalt, Basalt Lignite
tfc:ore/lignite/andesite, Andesite Lignite
tfc:ore/lignite/dacite, Dacite Lignite
tfc:ore/lignite/quartzite, Quartzite Lignite
tfc:ore/lignite/slate, Slate Lignite
tfc:ore/lignite/phyllite, Phyllite Lignite
tfc:ore/lignite/schist, Schist Lignite
tfc:ore/lignite/gneiss, Gneiss Lignite
tfc:ore/lignite/marble, Marble Lignite
tfc:ore/kaolinite/granite, Granite Kaolinite
tfc:ore/kaolinite/diorite, Diorite Kaolinite
tfc:ore/kaolinite/gabbro, Gabbro Kaolinite
tfc:ore/kaolinite/shale, Shale Kaolinite
tfc:ore/kaolinite/claystone, Claystone Kaolinite
tfc:ore/kaolinite/rocksalt, Rocksalt Kaolinite
tfc:ore/kaolinite/limestone, Limestone Kaolinite
tfc:ore/kaolinite/conglomerate, Conglomerate Kaolinite
tfc:ore/kaolinite/dolomite, Dolomite Kaolinite
tfc:ore/kaolinite/chert, Chert Kaolinite
tfc:ore/kaolinite/chalk, Chalk Kaolinite
tfc:ore/kaolinite/rhyolite, Rhyolite Kaolinite
tfc:ore/kaolinite/basalt, Basalt Kaolinite
tfc:ore/kaolinite/andesite, Andesite Kaolinite
tfc:ore/kaolinite/dacite, Dacite Kaolinite
tfc:ore/kaolinite/quartzite, Quartzite Kaolinite
tfc:ore/kaolinite/slate, Slate Kaolinite
tfc:ore/kaolinite/phyllite, Phyllite Kaolinite
tfc:ore/kaolinite/schist, Schist Kaolinite
tfc:ore/kaolinite/gneiss, Gneiss Kaolinite
tfc:ore/kaolinite/marble, Marble Kaolinite
tfc:ore/gypsum/granite, Granite Gypsum
tfc:ore/gypsum/diorite, Diorite Gypsum
tfc:ore/gypsum/gabbro, Gabbro Gypsum
tfc:ore/gypsum/shale, Shale Gypsum
tfc:ore/gypsum/claystone, Claystone Gypsum
tfc:ore/gypsum/rocksalt, Rocksalt Gypsum
tfc:ore/gypsum/limestone, Limestone Gypsum
tfc:ore/gypsum/conglomerate, Conglomerate Gypsum
tfc:ore/gypsum/dolomite, Dolomite Gypsum
tfc:ore/gypsum/chert, Chert Gypsum
tfc:ore/gypsum/chalk, Chalk Gypsum
tfc:ore/gypsum/rhyolite, Rhyolite Gypsum
tfc:ore/gypsum/basalt, Basalt Gypsum
tfc:ore/gypsum/andesite, Andesite Gypsum
tfc:ore/gypsum/dacite, Dacite Gypsum
tfc:ore/gypsum/quartzite, Quartzite Gypsum
tfc:ore/gypsum/slate, Slate Gypsum
tfc:ore/gypsum/phyllite, Phyllite Gypsum
tfc:ore/gypsum/schist, Schist Gypsum
tfc:ore/gypsum/gneiss, Gneiss Gypsum
tfc:ore/gypsum/marble, Marble Gypsum
tfc:ore/satinspar/granite, Granite Satinspar
tfc:ore/satinspar/diorite, Diorite Satinspar
tfc:ore/satinspar/gabbro, Gabbro Satinspar
tfc:ore/satinspar/shale, Shale Satinspar
tfc:ore/satinspar/claystone, Claystone Satinspar
tfc:ore/satinspar/rocksalt, Rocksalt Satinspar
tfc:ore/satinspar/limestone, Limestone Satinspar
tfc:ore/satinspar/conglomerate, Conglomerate Satinspar
tfc:ore/satinspar/dolomite, Dolomite Satinspar
tfc:ore/satinspar/chert, Chert Satinspar
tfc:ore/satinspar/chalk, Chalk Satinspar
tfc:ore/satinspar/rhyolite, Rhyolite Satinspar
tfc:ore/satinspar/basalt, Basalt Satinspar
tfc:ore/satinspar/andesite, Andesite Satinspar
tfc:ore/satinspar/dacite, Dacite Satinspar
tfc:ore/satinspar/quartzite, Quartzite Satinspar
tfc:ore/satinspar/slate, Slate Satinspar
tfc:ore/satinspar/phyllite, Phyllite Satinspar
tfc:ore/satinspar/schist, Schist Satinspar
tfc:ore/satinspar/gneiss, Gneiss Satinspar
tfc:ore/satinspar/marble, Marble Satinspar
tfc:ore/selenite/granite, Granite Selenite
tfc:ore/selenite/diorite, Diorite Selenite
tfc:ore/selenite/gabbro, Gabbro Selenite
tfc:ore/selenite/shale, Shale Selenite
tfc:ore/selenite/claystone, Claystone Selenite
tfc:ore/selenite/rocksalt, Rocksalt Selenite
tfc:ore/selenite/limestone, Limestone Selenite
tfc:ore/selenite/conglomerate, Conglomerate Selenite
tfc:ore/selenite/dolomite, Dolomite Selenite
tfc:ore/selenite/chert, Chert Selenite
tfc:ore/selenite/chalk, Chalk Selenite
tfc:ore/selenite/rhyolite, Rhyolite Selenite
tfc:ore/selenite/basalt, Basalt Selenite
tfc:ore/selenite/andesite, Andesite Selenite
tfc:ore/selenite/dacite, Dacite Selenite
tfc:ore/selenite/quartzite, Quartzite Selenite
tfc:ore/selenite/slate, Slate Selenite
tfc:ore/selenite/phyllite, Phyllite Selenite
tfc:ore/selenite/schist, Schist Selenite
tfc:ore/selenite/gneiss, Gneiss Selenite
tfc:ore/selenite/marble, Marble Selenite
tfc:ore/graphite/granite, Granite Graphite
tfc:ore/graphite/diorite, Diorite Graphite
tfc:ore/graphite/gabbro, Gabbro Graphite
tfc:ore/graphite/shale, Shale Graphite
tfc:ore/graphite/claystone, Claystone Graphite
tfc:ore/graphite/rocksalt, Rocksalt Graphite
tfc:ore/graphite/limestone, Limestone Graphite
tfc:ore/graphite/conglomerate, Conglomerate Graphite
tfc:ore/graphite/dolomite, Dolomite Graphite
tfc:ore/graphite/chert, Chert Graphite
tfc:ore/graphite/chalk, Chalk Graphite
tfc:ore/graphite/rhyolite, Rhyolite Graphite
tfc:ore/graphite/basalt, Basalt Graphite
tfc:ore/graphite/andesite, Andesite Graphite
tfc:ore/graphite/dacite, Dacite Graphite
tfc:ore/graphite/quartzite, Quartzite Graphite
tfc:ore/graphite/slate, Slate Graphite
tfc:ore/graphite/phyllite, Phyllite Graphite
tfc:ore/graphite/schist, Schist Graphite
tfc:ore/graphite/gneiss, Gneiss Graphite
tfc:ore/graphite/marble, Marble Graphite
tfc:ore/kimberlite/granite, Granite Kimberlite
tfc:ore/kimberlite/diorite, Diorite Kimberlite
tfc:ore/kimberlite/gabbro, Gabbro Kimberlite
tfc:ore/kimberlite/shale, Shale Kimberlite
tfc:ore/kimberlite/claystone, Claystone Kimberlite
tfc:ore/kimberlite/rocksalt, Rocksalt Kimberlite
tfc:ore/kimberlite/limestone, Limestone Kimberlite
tfc:ore/kimberlite/conglomerate, Conglomerate Kimberlite
tfc:ore/kimberlite/dolomite, Dolomite Kimberlite
tfc:ore/kimberlite/chert, Chert Kimberlite
tfc:ore/kimberlite/chalk, Chalk Kimberlite
tfc:ore/kimberlite/rhyolite, Rhyolite Kimberlite
tfc:ore/kimberlite/basalt, Basalt Kimberlite
tfc:ore/kimberlite/andesite, Andesite Kimberlite
tfc:ore/kimberlite/dacite, Dacite Kimberlite
tfc:ore/kimberlite/quartzite, Quartzite Kimberlite
tfc:ore/kimberlite/slate, Slate Kimberlite
tfc:ore/kimberlite/phyllite, Phyllite Kimberlite
tfc:ore/kimberlite/schist, Schist Kimberlite
tfc:ore/kimberlite/gneiss, Gneiss Kimberlite
tfc:ore/kimberlite/marble, Marble Kimberlite
tfc:ore/petrified_wood/granite, Granite Petrified Wood
tfc:ore/petrified_wood/diorite, Diorite Petrified Wood
tfc:ore/petrified_wood/gabbro, Gabbro Petrified Wood
tfc:ore/petrified_wood/shale, Shale Petrified Wood
tfc:ore/petrified_wood/claystone, Claystone Petrified Wood
tfc:ore/petrified_wood/rocksalt, Rocksalt Petrified Wood
tfc:ore/petrified_wood/limestone, Limestone Petrified Wood
tfc:ore/petrified_wood/conglomerate, Conglomerate Petrified Wood
tfc:ore/petrified_wood/dolomite, Dolomite Petrified Wood
tfc:ore/petrified_wood/chert, Chert Petrified Wood
tfc:ore/petrified_wood/chalk, Chalk Petrified Wood
tfc:ore/petrified_wood/rhyolite, Rhyolite Petrified Wood
tfc:ore/petrified_wood/basalt, Basalt Petrified Wood
tfc:ore/petrified_wood/andesite, Andesite Petrified Wood
tfc:ore/petrified_wood/dacite, Dacite Petrified Wood
tfc:ore/petrified_wood/quartzite, Quartzite Petrified Wood
tfc:ore/petrified_wood/slate, Slate Petrified Wood
tfc:ore/petrified_wood/phyllite, Phyllite Petrified Wood
